SPAWN EXTRACTION REPORT
======================================================================

Graph Points: 5345 extracted from original game graph

Only in original (3295):
  DV_zone_mine_gravitational (section=zone_mine_gravitational_average, gvid=1435, level=l04_darkvalley)
  red_zone_mine_gravitational_average_0016 (section=zone_mine_gravitational_average, gvid=2782, level=l10_red_forest)
  red_zone_mine_gravitational_average_0017 (section=zone_mine_gravitational_average, gvid=2782, level=l10_red_forest)
  red_zone_mine_gravitational_average_0018 (section=zone_mine_gravitational_average, gvid=2780, level=l10_red_forest)
  red_zone_mine_gravitational_average_0019 (section=zone_mine_gravitational_average, gvid=2758, level=l10_red_forest)
  red_zone_mine_gravitational_average_0020 (section=zone_mine_gravitational_average, gvid=2780, level=l10_red_forest)
  red_zone_mine_gravitational_average_0021 (section=zone_mine_gravitational_average, gvid=2767, level=l10_red_forest)
  red_zone_mine_gravitational_average_0022 (section=zone_mine_gravitational_average, gvid=2766, level=l10_red_forest)
  red_zone_mine_gravitational_average_0023 (section=zone_mine_gravitational_average, gvid=2786, level=l10_red_forest)
  red_zone_mine_gravitational_average_0024 (section=zone_mine_gravitational_average, gvid=2767, level=l10_red_forest)
  red_zone_mine_gravitational_strong (section=zone_mine_gravitational_strong, gvid=2775, level=l10_red_forest)
  red_zone_mine_gravitational_strong_0000 (section=zone_mine_gravitational_strong, gvid=2775, level=l10_red_forest)
  red_zone_mine_gravitational_strong_0001 (section=zone_mine_gravitational_strong, gvid=2775, level=l10_red_forest)
  red_zone_mine_gravitational_strong_0002 (section=zone_mine_gravitational_strong, gvid=2829, level=l10_red_forest)
  red_zone_mine_gravitational_strong_0003 (section=zone_mine_gravitational_strong, gvid=2775, level=l10_red_forest)
  red_zone_mine_gravitational_strong_0004 (section=zone_mine_gravitational_strong, gvid=2849, level=l10_red_forest)
  red_zone_mine_gravitational_strong_0005 (section=zone_mine_gravitational_strong, gvid=2829, level=l10_red_forest)
  red_zone_mine_gravitational_strong_0006 (section=zone_mine_gravitational_strong, gvid=2775, level=l10_red_forest)
  red_zone_mine_gravitational_strong_0007 (section=zone_mine_gravitational_strong, gvid=2775, level=l10_red_forest)
  red_zone_mine_gravitational_strong_0008 (section=zone_mine_gravitational_strong, gvid=2778, level=l10_red_forest)
  red_zone_mine_gravitational_strong_0009 (section=zone_mine_gravitational_strong, gvid=2833, level=l10_red_forest)
  red_zone_mine_gravitational_strong_0010 (section=zone_mine_gravitational_strong, gvid=2757, level=l10_red_forest)
  red_zone_mine_gravitational_strong_0011 (section=zone_mine_gravitational_strong, gvid=2778, level=l10_red_forest)
  red_zone_mine_gravitational_strong_0012 (section=zone_mine_gravitational_strong, gvid=2778, level=l10_red_forest)
  red_zone_mine_gravitational_strong_0013 (section=zone_mine_gravitational_strong, gvid=2778, level=l10_red_forest)
  red_zone_mine_thermal_strong_0000 (section=zone_mine_thermal_strong, gvid=2773, level=l10_red_forest)
  red_zone_mine_thermal_strong_0001 (section=zone_mine_thermal_strong, gvid=2773, level=l10_red_forest)
  red_zone_mine_thermal_strong_0002 (section=zone_mine_thermal_strong, gvid=2773, level=l10_red_forest)
  red_zone_mine_thermal_strong_0003 (section=zone_mine_thermal_strong, gvid=2773, level=l10_red_forest)
  red_zone_mine_thermal_strong_0004 (section=zone_mine_thermal_strong, gvid=2773, level=l10_red_forest)
  red_zone_mine_thermal_strong_0005 (section=zone_mine_thermal_strong, gvid=2773, level=l10_red_forest)
  red_zone_mine_thermal_strong_0006 (section=zone_mine_thermal_strong, gvid=2773, level=l10_red_forest)
  red_zone_mine_thermal_strong_0007 (section=zone_mine_thermal_strong, gvid=2773, level=l10_red_forest)
  red_zone_mine_thermal_strong_0008 (section=zone_mine_thermal_strong, gvid=2773, level=l10_red_forest)
  red_zone_mine_thermal_strong_0009 (section=zone_mine_thermal_strong, gvid=2773, level=l10_red_forest)
  red_zone_mine_thermal_strong_0010 (section=zone_mine_thermal_strong, gvid=2773, level=l10_red_forest)
  red_zone_mine_thermal_strong_0011 (section=zone_mine_thermal_strong, gvid=2773, level=l10_red_forest)
  red_zone_mine_thermal_strong_0012 (section=zone_mine_thermal_strong, gvid=2773, level=l10_red_forest)
  red_zone_mine_thermal_strong_0013 (section=zone_mine_thermal_strong, gvid=2773, level=l10_red_forest)
  red_zone_mine_thermal_strong_0014 (section=zone_mine_thermal_strong, gvid=2773, level=l10_red_forest)
  red_zone_mine_thermal_strong_0015 (section=zone_mine_thermal_strong, gvid=2773, level=l10_red_forest)
  red_zone_mine_thermal_strong_0017 (section=zone_mine_thermal_strong, gvid=2773, level=l10_red_forest)
  red_zone_mine_thermal_strong_0018 (section=zone_mine_thermal_strong, gvid=2773, level=l10_red_forest)
  red_zone_mine_thermal_strong_0019 (section=zone_mine_thermal_strong, gvid=2773, level=l10_red_forest)
  red_zone_mine_thermal_strong_0020 (section=zone_mine_thermal_strong, gvid=2773, level=l10_red_forest)
  red_zone_mine_thermal_strong_0021 (section=zone_mine_thermal_strong, gvid=2773, level=l10_red_forest)
  red_zone_mine_thermal_strong_0022 (section=zone_mine_thermal_strong, gvid=2773, level=l10_red_forest)
  red_zone_mine_thermal_strong_0023 (section=zone_mine_thermal_strong, gvid=2773, level=l10_red_forest)
  red_zone_mine_thermal_weak (section=zone_mine_thermal_weak, gvid=2772, level=l10_red_forest)
  red_zone_mine_thermal_weak_0000 (section=zone_mine_thermal_weak, gvid=2772, level=l10_red_forest)
  red_zone_mine_thermal_weak_0001 (section=zone_mine_thermal_weak, gvid=2772, level=l10_red_forest)
  red_zone_mine_thermal_weak_0002 (section=zone_mine_thermal_weak, gvid=2772, level=l10_red_forest)
  red_zone_mine_thermal_weak_0003 (section=zone_mine_thermal_weak, gvid=2772, level=l10_red_forest)
  rostok_fireball_zone (section=fireball_zone, gvid=1817, level=l06_rostok)
  sar2_control_monolith (section=space_restrictor, gvid=3943, level=l12u_sarcofag)
  sar2_explosion (section=space_restrictor, gvid=3943, level=l12u_sarcofag)
  sar2_monolith (section=physic_object, gvid=3943, level=l12u_sarcofag)
  sar2_script_zone (section=space_restrictor, gvid=3943, level=l12u_sarcofag)
  sar2_space_restrictor (section=space_restrictor, gvid=3943, level=l12u_sarcofag)
  sar2_space_restrictor_monolith (section=space_restrictor, gvid=3943, level=l12u_sarcofag)
  sar2_spawner (section=space_restrictor, gvid=3943, level=l12u_sarcofag)
  sar2_teleport_zone1 (section=space_restrictor, gvid=3943, level=l12u_sarcofag)
  sar2_teleport_zone2 (section=space_restrictor, gvid=3943, level=l12u_sarcofag)
  sar2_teleport_zone3 (section=space_restrictor, gvid=3943, level=l12u_sarcofag)
  sar2_teleport_zone4 (section=space_restrictor, gvid=3943, level=l12u_sarcofag)
  sar2_teleport_zone5 (section=space_restrictor, gvid=3943, level=l12u_sarcofag)
  sar2_teleport_zone6 (section=space_restrictor, gvid=3943, level=l12u_sarcofag)
  sar_monolith_ambient_noise (section=space_restrictor, gvid=3943, level=l12u_sarcofag)
  sar_monolith_find (section=space_restrictor, gvid=3943, level=l12u_sarcofag)
  sar_monolith_poltergeists (section=smart_terrain, gvid=4008, level=l12u_sarcofag)
  sc_freedom_guid_mlr (section=smart_cover, gvid=2091, level=l07_military)
  sc_freedom_medic_mlr (section=smart_cover, gvid=2165, level=l07_military)
  secret_fanat (section=inventory_box, gvid=454, level=l01_escape)
  shelf_metal_160x200_door_l (section=physic_destroyable_object, gvid=2747, level=l10_red_forest)
  shelf_metal_160x200_door_l_0000 (section=physic_destroyable_object, gvid=2747, level=l10_red_forest)
  shelf_metal_160x200_door_r (section=physic_destroyable_object, gvid=2747, level=l10_red_forest)
  shelf_metal_160x200_door_r_0000 (section=physic_destroyable_object, gvid=2747, level=l10_red_forest)
  shkaf_work_01_door_0000 (section=physic_destroyable_object, gvid=2747, level=l10_red_forest)
  shkaf_work_01_door_0001 (section=physic_destroyable_object, gvid=2747, level=l10_red_forest)
  shkaf_work_01_door_0002 (section=physic_destroyable_object, gvid=2747, level=l10_red_forest)
  shkaf_work_01_door_0003 (section=physic_destroyable_object, gvid=362, level=l01_escape)
  shkaf_work_01_door_0003 (section=physic_destroyable_object, gvid=2747, level=l10_red_forest)
  shkaf_work_01_door_0004 (section=physic_destroyable_object, gvid=362, level=l01_escape)
  shkaf_work_01_door_0004 (section=physic_destroyable_object, gvid=2747, level=l10_red_forest)
  shkaf_work_01_door_0005 (section=physic_destroyable_object, gvid=362, level=l01_escape)
  shkaf_work_01_door_0005 (section=physic_destroyable_object, gvid=2747, level=l10_red_forest)
  shkaf_work_01_door_0006 (section=physic_destroyable_object, gvid=2747, level=l10_red_forest)
  shkaf_work_01_door_0006 (section=physic_destroyable_object, gvid=362, level=l01_escape)
  shkaf_work_01_door_0007 (section=physic_destroyable_object, gvid=362, level=l01_escape)
  shkaf_work_01_door_0007 (section=physic_destroyable_object, gvid=2747, level=l10_red_forest)
  shkaf_work_01_door_0008 (section=physic_destroyable_object, gvid=362, level=l01_escape)
  shkaf_work_01_door_0008 (section=physic_destroyable_object, gvid=2747, level=l10_red_forest)
  shkaf_work_01_door_0009 (section=physic_destroyable_object, gvid=362, level=l01_escape)
  shkaf_work_01_door_0009 (section=physic_destroyable_object, gvid=2747, level=l10_red_forest)
  shkaf_work_01_door_0010 (section=physic_destroyable_object, gvid=362, level=l01_escape)
  shkaf_work_01_door_0010 (section=physic_destroyable_object, gvid=2747, level=l10_red_forest)
  shkaf_work_01_door_0011 (section=physic_destroyable_object, gvid=2747, level=l10_red_forest)
  shkaf_work_01_door_0011 (section=physic_destroyable_object, gvid=362, level=l01_escape)
  shkaf_work_01_door_0012 (section=physic_destroyable_object, gvid=2747, level=l10_red_forest)
  shkaf_work_01_door_0013 (section=physic_destroyable_object, gvid=2747, level=l10_red_forest)
  shkaf_work_01_door_0014 (section=physic_destroyable_object, gvid=2747, level=l10_red_forest)
  sidor_door_zone_in_mlr (section=space_restrictor, gvid=372, level=l01_escape)
  sidor_door_zone_out_mlr (section=space_restrictor, gvid=372, level=l01_escape)
  smoke_stand_1 (section=smart_cover, gvid=1738, level=l05_bar)
  smoke_stand_2 (section=smart_cover, gvid=1738, level=l05_bar)
  snork_noah_task_1_restr (section=space_restrictor, gvid=4155, level=zaton)
  snork_noah_task_2_restr (section=space_restrictor, gvid=4434, level=zaton)
  stash_gen_undegr_mlr1 (section=inventory_box, gvid=3559, level=l13_generators)
  stash_gen_undegr_mlr2 (section=inventory_box, gvid=3586, level=l13_generators)
  table_lamp_01_cast_shadow (section=lights_hanging_lamp, gvid=362, level=l01_escape)
  table_lamp_01_cast_shadow_volumetric (section=lights_hanging_lamp, gvid=362, level=l01_escape)
  table_lamp_01_cast_shadow_volumetric_0000 (section=lights_hanging_lamp, gvid=362, level=l01_escape)
  table_lamp_01_cast_shadow_volumetric_0001 (section=lights_hanging_lamp, gvid=362, level=l01_escape)
  tarelka_bar_0001 (section=tarelka2, gvid=1736, level=l05_bar)
  tarelka_bar_0002 (section=tarelka1, gvid=1735, level=l05_bar)
  tarelka_bar_0003 (section=tarelka2, gvid=1735, level=l05_bar)
  tc_smart_terrain_bandit_base_spot (section=space_restrictor, gvid=5297, level=k02_trucks_cemetery)
  trader_monolith_jup_depo_plase (section=smart_cover, gvid=4553, level=jupiter)
  trader_ventilyator_0000 (section=physic_object, gvid=362, level=l01_escape)
  trc_awr_lamp_trucks_cemetery_bandit_mechanic_01 (section=lights_hanging_lamp, gvid=5297, level=k02_trucks_cemetery)
  trc_awr_stol_1 (section=physic_object, gvid=5297, level=k02_trucks_cemetery)
  trc_awr_tiski_01 (section=physic_object, gvid=5297, level=k02_trucks_cemetery)
  val_awr_lamp_val_smart_terrain_7_3_bandit_mechanic_stalker_01 (section=lights_hanging_lamp, gvid=1512, level=l04_darkvalley)
  val_awr_lamp_val_smart_terrain_7_3_bandit_mechanic_stalker_02 (section=lights_hanging_lamp, gvid=1512, level=l04_darkvalley)
  val_awr_stol_1 (section=physic_object, gvid=1512, level=l04_darkvalley)
  val_awr_tiski_01 (section=physic_object, gvid=1512, level=l04_darkvalley)
  val_lager_bandits_restrictor (section=space_restrictor, gvid=1412, level=l04_darkvalley)
  val_level_changer_to_pole_1 (section=level_changer, gvid=1446, level=l04_darkvalley)
  val_smart_terrain_5_7 (section=smart_terrain, gvid=1455, level=l04_darkvalley)
  val_smart_terrain_5_8 (section=smart_terrain, gvid=1469, level=l04_darkvalley)
  val_smart_terrain_7_11 (section=smart_terrain, gvid=1473, level=l04_darkvalley)
  val_space_restrictor_to_pole_1 (section=space_restrictor, gvid=1414, level=l04_darkvalley)
  val_zone_burning_fuzz0003 (section=zone_burning_fuzz1, gvid=1587, level=l04_darkvalley)
  val_zone_burning_fuzz0004 (section=zone_burning_fuzz1, gvid=1658, level=l04_darkvalley)
  val_zone_burning_fuzz0005 (section=zone_burning_fuzz1, gvid=1435, level=l04_darkvalley)
  val_zone_burning_fuzz0006 (section=zone_burning_fuzz1, gvid=1435, level=l04_darkvalley)
  val_zone_burning_fuzz0007 (section=zone_burning_fuzz1, gvid=1435, level=l04_darkvalley)
  val_zone_burning_fuzz0008 (section=zone_burning_fuzz1, gvid=1413, level=l04_darkvalley)
  val_zone_burning_fuzz1 (section=zone_burning_fuzz1, gvid=1486, level=l04_darkvalley)
  warlab_animp_pod_1 (section=smart_cover, gvid=4135, level=l13u_warlab)
  warlab_animp_pod_2 (section=smart_cover, gvid=4134, level=l13u_warlab)
  warlab_animp_pod_3 (section=smart_cover, gvid=4131, level=l13u_warlab)
  warlab_animp_pod_4 (section=smart_cover, gvid=4131, level=l13u_warlab)
  warlab_animp_pod_5 (section=smart_cover, gvid=4131, level=l13u_warlab)
  warlab_animp_pod_6 (section=smart_cover, gvid=4135, level=l13u_warlab)
  warlab_animp_pod_7 (section=smart_cover, gvid=4135, level=l13u_warlab)
  warlab_codedoor_0001 (section=physic_object, gvid=4061, level=l13u_warlab)
  warlab_codedoor_0002 (section=physic_object, gvid=4061, level=l13u_warlab)
  warlab_codedoor_key (section=physic_destroyable_object, gvid=4061, level=l13u_warlab)
  warlab_common_consciousness_smart_terrain (section=smart_terrain, gvid=4136, level=l13u_warlab)
  warlab_decoding (section=space_restrictor, gvid=4061, level=l13u_warlab)
  warlab_door_marker (section=space_restrictor, gvid=4061, level=l13u_warlab)
  warlab_entity_home_restrictor (section=space_restrictor, gvid=4061, level=l13u_warlab)
  warlab_in_restr (section=space_restrictor, gvid=4061, level=l13u_warlab)
  warlab_invisible_stalker_no_light (section=space_restrictor, gvid=4061, level=l13u_warlab)
  warlab_invisible_stalker_smart_cover (section=smart_cover, gvid=4106, level=l13u_warlab)
  warlab_level_changer (section=level_changer, gvid=4104, level=l13u_warlab)
  warlab_level_changer_0000 (section=level_changer, gvid=4061, level=l13u_warlab)
  warlab_monolith_gen_spark_1 (section=space_restrictor, gvid=4061, level=l13u_warlab)
  warlab_ognetushitel_0000 (section=ognetushitel, gvid=4061, level=l13u_warlab)
  warlab_physic_destroyable_object_0005 (section=physic_destroyable_object, gvid=4061, level=l13u_warlab)
  warlab_physic_door_0003 (section=physic_door, gvid=4061, level=l13u_warlab)
  warlab_physic_door_0004 (section=physic_door, gvid=4061, level=l13u_warlab)
  warlab_physic_door_scentific_0000 (section=physic_door, gvid=4061, level=l13u_warlab)
  warlab_physic_door_scentific_0001 (section=physic_door, gvid=4061, level=l13u_warlab)
  warlab_physic_door_scentific_0002 (section=physic_door, gvid=4061, level=l13u_warlab)
  warlab_physic_door_scentific_0003 (section=physic_door, gvid=4061, level=l13u_warlab)
  warlab_physic_door_scentific_0004 (section=physic_door, gvid=4061, level=l13u_warlab)
  warlab_physic_door_scentific_0005 (section=physic_door, gvid=4061, level=l13u_warlab)
  warlab_pod_room (section=space_restrictor, gvid=4061, level=l13u_warlab)
  warlab_sound_restrictor (section=space_restrictor, gvid=4061, level=l13u_warlab)
  warlab_sound_restrictor_0000 (section=space_restrictor, gvid=4061, level=l13u_warlab)
  warlab_sound_restrictor_0001 (section=space_restrictor, gvid=4061, level=l13u_warlab)
  warlab_sound_restrictor_0002 (section=space_restrictor, gvid=4061, level=l13u_warlab)
